"Z60W Data File: Version 1.1"
""
""
""
""
""
""
""
0,2,0,1,0.1,10000
41
"  Freq (Hz)    Ampl     Bias   Time(Sec)   Z'(a)    Z''(b)    GD   Err   Range"
10000,0,0,0,0.013785863964281,0.007191946305823,0,0,0
7498.9,0,0,0,0.0134723009655836,0.00523693489331553,0,0,0
5623.4,0,0,0,0.0133731408350403,0.00362069753293101,0,0,0
4217,0,0,0,0.0133448817513185,0.00232183382850734,0,0,0
3162.3,0,0,0,0.013435117718287,0.00129639268352818,0,0,0
2371.4,0,0,0,0.0136244689640838,0.000435669727416036,0,0,0
1778.3,0,0,0,0.0138936845869494,-0.000267175834196236,0,0,0
1333.5,0,0,0,0.0141903652649548,-0.000865948762311971,0,0,0
1000,0,0,0,0.0145645743933383,-0.00136828404533815,0,0,0
749.89,0,0,0,0.01500111266949,-0.00181040521827269,0,0,0
562.34,0,0,0,0.0154625278864817,-0.002172886102387,0,0,0
421.7,0,0,0,0.0160043964558423,-0.00248625493840212,0,0,0
316.23,0,0,0,0.0165486307227765,-0.00270532984915628,0,0,0
237.14,0,0,0,0.0171103119733008,-0.0028968718468639,0,0,0
177.83,0,0,0,0.0178855436096445,-0.00312592543603753,0,0,0
133.35,0,0,0,0.0184622900291685,-0.00325020783573131,0,0,0
100,0,0,0,0.0191128361779772,-0.00331533460838959,0,0,0
74.989,0,0,0,0.0197865683924493,-0.00343560383880939,0,0,0
56.234,0,0,0,0.0202417045457302,-0.00346741996738582,0,0,0
42.17,0,0,0,0.0209093111503186,-0.00352986418172008,0,0,0
31.623,0,0,0,0.0213049873562413,-0.00396981288365821,0,0,0
23.714,0,0,0,0.0220608169431844,-0.00412786480259051,0,0,0
17.783,0,0,0,0.0229359437779412,-0.00446132817537508,0,0,0
13.335,0,0,0,0.0237441790300819,-0.00469385466930415,0,0,0
10,0,0,0,0.0248861947321223,-0.00493568656071645,0,0,0
7.4989,0,0,0,0.0260693273912442,-0.00496704811524199,0,0,0
5.6234,0,0,0,0.0271957797754386,-0.00483046719097669,0,0,0
4.217,0,0,0,0.0281936594980021,-0.00464853611161069,0,0,0
3.1623,0,0,0,0.0291020338050878,-0.00427596322602882,0,0,0
2.3714,0,0,0,0.0298458580037255,-0.00385798848043701,0,0,0
1.7783,0,0,0,0.0304390404943681,-0.00355866251687228,0,0,0
1.3335,0,0,0,0.0310150458173401,-0.00321350527980657,0,0,0
1,0,0,0,0.0314814848777687,-0.00293132483442055,0,0,0
0.74989,0,0,0,0.0318765254687863,-0.00290528794723021,0,0,0
0.56234,0,0,0,0.0322852249070417,-0.00267497650319823,0,0,0
0.4217,0,0,0,0.0326589706566971,-0.00315992173772914,0,0,0
0.31623,0,0,0,0.032981403848075,-0.00291613526452131,0,0,0
0.23714,0,0,0,0.0333538499676568,-0.00296706163280876,0,0,0
0.17783,0,0,0,0.0337643378472974,-0.00316768488976757,0,0,0
0.13335,0,0,0,0.0341431133043153,-0.00342930855338666,0,0,0
0.1,0,0,0,0.0345697771923854,-0.00390292888845954,0,0,0
