Potential (V)	Current (A)	Elapsed Time (s)	Frequency (Hz)	Zre (ohms)	Zim (ohms)	|Vac| (V)	|Iac| (A)	
3.50090909004211	0.110782600939274	4520	0	0	0	0	0	
3.50090909004211	0.112934902310371	4530	0	0	0	0	0	
3.50060200691223	0.107015997171402	4540	0	0	0	0	0	
3.50090909004211	0.109860196709633	4550	0	0	0	0	0	
3.50060200691223	0.102173298597336	4560	0	0	0	0	0	
3.50121593475342	0.106785401701927	4570	0	0	0	0	0	
3.50121593475342	0.100251600146294	4580	0	0	0	0	0	
3.50060200691223	0.100251600146294	4590	0	0	0	0	0	
3.50090909004211	0.10009790211916	4600	0	0	0	0	0	
3.50090909004211	0.0999441519379616	4610	0	0	0	0	0	
3.50121593475342	0.0967156812548637	4620	0	0	0	0	0	
3.50121593475342	0.0960238724946976	4630	0	0	0	0	0	
3.50060200691223	0.0927954018115997	4640	0	0	0	0	0	
3.50121593475342	0.0969462767243385	4650	0	0	0	0	0	
3.50090909004211	0.0929491370916367	4660	0	0	0	0	0	
3.50090909004211	0.0911042988300323	4670	0	0	0	0	0	
3.50090909004211	0.0909505635499954	4680	0	0	0	0	0	
3.50060200691223	0.0871071517467499	4690	0	0	0	0	0	
3.50090909004211	0.0871840193867683	4700	0	0	0	0	0	
3.50090909004211	0.0856466516852379	4710	0	0	0	0	0	
3.50090909004211	0.0888751074671745	4720	0	0	0	0	0	
3.50060200691223	0.0814957618713379	4730	0	0	0	0	0	
3.50152397155762	0.0841092765331268	4740	0	0	0	0	0	
3.50090909004211	0.081188291311264	4750	0	0	0	0	0	
3.50121593475342	0.0821875780820847	4760	0	0	0	0	0	
3.50090909004211	0.0814188867807388	4770	0	0	0	0	0	
3.50090909004211	0.0820338428020477	4780	0	0	0	0	0	
3.50060200691223	0.0749619603157043	4790	0	0	0	0	0	
3.50090909004211	0.0790359824895859	4800	0	0	0	0	0	
3.50060200691223	0.0735014602541924	4810	0	0	0	0	0	
3.50090909004211	0.0794203206896782	4820	0	0	0	0	0	
3.50090909004211	0.0751925632357597	4830	0	0	0	0	0	
3.50060200691223	0.074577622115612	4840	0	0	0	0	0	
3.50060200691223	0.070580467581749	4850	0	0	0	0	0	
3.50121593475342	0.0711954236030579	4860	0	0	0	0	0	
3.50121593475342	0.0709648132324219	4870	0	0	0	0	0	
3.50060200691223	0.069196842610836	4880	0	0	0	0	0	
3.50090909004211	0.0672751292586327	4890	0	0	0	0	0	
3.50090909004211	0.0649690926074982	4900	0	0	0	0	0	
3.50060200691223	0.065276563167572	4910	0	0	0	0	0	
3.50090909004211	0.0653534233570099	4920	0	0	0	0	0	
3.50121593475342	0.0648922175168991	4930	0	0	0	0	0	
3.50090909004211	0.0707342028617859	4940	0	0	0	0	0	
3.50121593475342	0.0659683719277382	4950	0	0	0	0	0	
3.50090909004211	0.0623555593192577	4960	0	0	0	0	0	
3.50090909004211	0.0632011070847511	4970	0	0	0	0	0	
3.50090909004211	0.0615868791937828	4980	0	0	0	0	0	
3.50152397155762	0.0600495189428329	4990	0	0	0	0	0	
3.50121593475342	0.0621249601244926	5000	0	0	0	0	0	
3.50152397155762	0.0585121512413025	5010	0	0	0	0	0	
3.50121593475342	0.0600495189428329	5020	0	0	0	0	0	
3.50090909004211	0.0582815408706665	5030	0	0	0	0	0	
3.50121593475342	0.058358408510685	5040	0	0	0	0	0	
3.50152397155762	0.0555911511182785	5050	0	0	0	0	0	
3.50090909004211	0.0552836805582047	5060	0	0	0	0	0	
3.50152397155762	0.0547455996274948	5070	0	0	0	0	0	
3.50121593475342	0.054899338632822	5080	0	0	0	0	0	
3.50090909004211	0.051747739315033	5090	0	0	0	0	0	
3.50090909004211	0.0549762099981308	5100	0	0	0	0	0	
3.50121593475342	0.0513634011149406	5110	0	0	0	0	0	
3.50121593475342	0.0578971989452839	5120	0	0	0	0	0	
3.50121593475342	0.0527470298111439	5130	0	0	0	0	0	
3.50090909004211	0.0520552098751068	5140	0	0	0	0	0	
3.50090909004211	0.0519783496856689	5150	0	0	0	0	0	
3.50090909004211	0.0493648201227188	5160	0	0	0	0	0	
3.50121593475342	0.0499797686934471	5170	0	0	0	0	0	
3.50090909004211	0.0462132208049297	5180	0	0	0	0	0	
3.50090909004211	0.0481349304318428	5190	0	0	0	0	0	
3.50090909004211	0.0530545003712177	5200	0	0	0	0	0	
3.50152397155762	0.04828866943717	5210	0	0	0	0	0	
3.50152397155762	0.0460594892501831	5220	0	0	0	0	0	
3.50090909004211	0.0438303090631962	5230	0	0	0	0	0	
3.50090909004211	0.0458288788795471	5240	0	0	0	0	0	
3.50090909004211	0.045367669314146	5250	0	0	0	0	0	
3.50121593475342	0.0450601987540722	5260	0	0	0	0	0	
3.50090909004211	0.047058779746294	5270	0	0	0	0	0	
3.50090909004211	0.0446758605539799	5280	0	0	0	0	0	
3.50090909004211	0.043676570057869	5290	0	0	0	0	0	
3.50152397155762	0.0499029010534287	5300	0	0	0	0	0	
3.50121593475342	0.0426004193723202	5310	0	0	0	0	0	
3.50090909004211	0.039756290614605	5320	0	0	0	0	0	
3.50090909004211	0.03998688980937	5330	0	0	0	0	0	
3.50121593475342	0.0418317317962646	5340	0	0	0	0	0	
3.50090909004211	0.0419854708015919	5350	0	0	0	0	0	
3.50090909004211	0.037527110427618	5360	0	0	0	0	0	
3.50090909004211	0.038757000118494	5370	0	0	0	0	0	
3.50121593475342	0.037296500056982	5380	0	0	0	0	0	
3.50060200691223	0.0396025516092777	5390	0	0	0	0	0	
3.50121593475342	0.0369121693074703	5400	0	0	0	0	0	
3.50090909004211	0.0438303090631962	5410	0	0	0	0	0	
3.50121593475342	0.0386801287531853	5420	0	0	0	0	0	
3.50152397155762	0.0393719486892223	5430	0	0	0	0	0	
3.50121593475342	0.0317619889974594	5440	0	0	0	0	0	
3.50121593475342	0.0366815589368343	5450	0	0	0	0	0	
3.50090909004211	0.0374502390623093	5460	0	0	0	0	0	
3.50090909004211	0.0359897390007973	5470	0	0	0	0	0	
3.50090909004211	0.0343755111098289	5480	0	0	0	0	0	
3.50121593475342	0.033376220613718	5490	0	0	0	0	0	
3.50121593475342	0.0343755111098289	5500	0	0	0	0	0	
3.50090909004211	0.0362203493714333	5510	0	0	0	0	0	
3.50090909004211	0.0347598493099213	5520	0	0	0	0	0	
3.50090909004211	0.0347598493099213	5530	0	0	0	0	0	
3.50121593475342	0.0316082499921322	5540	0	0	0	0	0	
3.50090909004211	0.0331456214189529	5550	0	0	0	0	0	
3.50090909004211	0.0298402793705463	5560	0	0	0	0	0	
3.50060200691223	0.0292253401130438	5570	0	0	0	0	0	
3.50090909004211	0.0306089706718922	5580	0	0	0	0	0	
3.50152397155762	0.0309164393693209	5590	0	0	0	0	0	
3.50152397155762	0.0350673198699951	5600	0	0	0	0	0	
3.50090909004211	0.0278417095541954	5610	0	0	0	0	0	
3.50060200691223	0.0276110991835594	5620	0	0	0	0	0	
3.50060200691223	0.0296096801757813	5630	0	0	0	0	0	
3.50090909004211	0.0318388603627682	5640	0	0	0	0	0	
3.50090909004211	0.0280723106116056	5650	0	0	0	0	0	
3.50090909004211	0.0352210588753223	5660	0	0	0	0	0	
3.50121593475342	0.0288409907370806	5670	0	0	0	0	0	
3.50090909004211	0.0265349503606558	5680	0	0	0	0	0	
3.50121593475342	0.025228189304471	5690	0	0	0	0	0	
3.50090909004211	0.0274573694914579	5700	0	0	0	0	0	
3.50060200691223	0.0249207094311714	5710	0	0	0	0	0	
3.50090909004211	0.0269961599260569	5720	0	0	0	0	0	
3.50060200691223	0.0243826303631067	5730	0	0	0	0	0	
3.50060200691223	0.0250744502991438	5740	0	0	0	0	0	
3.50090909004211	0.0256125293672085	5750	0	0	0	0	0	
3.50121593475342	0.0275342296808958	5760	0	0	0	0	0	
3.50090909004211	0.0250744502991438	5770	0	0	0	0	0	
3.50121593475342	0.0273036304861307	5780	0	0	0	0	0	
3.50090909004211	0.0216153804212809	5790	0	0	0	0	0	
3.50090909004211	0.0242289006710052	5800	0	0	0	0	0	
3.50121593475342	0.0231527406722307	5810	0	0	0	0	0	
3.50152397155762	0.0269192904233933	5820	0	0	0	0	0	
3.50090909004211	0.0224609300494194	5830	0	0	0	0	0	
3.50090909004211	0.0233064796775579	5840	0	0	0	0	0	
3.50090909004211	0.0263812094926834	5850	0	0	0	0	0	
3.50090909004211	0.0227684006094933	5860	0	0	0	0	0	
3.50090909004211	0.020846689119935	5870	0	0	0	0	0	
3.50121593475342	0.025228189304471	5880	0	0	0	0	0	
3.50060200691223	0.0210004299879074	5890	0	0	0	0	0	
3.50090909004211	0.0203854907304049	5900	0	0	0	0	0	
3.50060200691223	0.0229990091174841	5910	0	0	0	0	0	
3.50090909004211	0.0189249906688929	5920	0	0	0	0	0	
3.50121593475342	0.0266118105500937	5930	0	0	0	0	0	
3.50060200691223	0.0200011394917965	5940	0	0	0	0	0	
3.50121593475342	0.0212310291826725	5950	0	0	0	0	0	
3.50090909004211	0.0179257001727819	5960	0	0	0	0	0	
3.50090909004211	0.0185406506061554	5970	0	0	0	0	0	
3.50121593475342	0.0211541708558798	5980	0	0	0	0	0	
3.50121593475342	0.019155589863658	5990	0	0	0	0	0	
3.50090909004211	0.0203086193650961	6000	0	0	0	0	0	
3.50121593475342	0.0223840605467558	6010	0	0	0	0	0	
3.50090909004211	0.0176950991153717	6020	0	0	0	0	0	
3.50090909004211	0.0188481193035841	6030	0	0	0	0	0	
3.50121593475342	0.0195399299263954	6040	0	0	0	0	0	
3.50090909004211	0.0175413601100445	6050	0	0	0	0	0	
3.50121593475342	0.016926409676671	6060	0	0	0	0	0	
3.50090909004211	0.0168495401740074	6070	0	0	0	0	0	
3.50090909004211	0.0155427800491452	6080	0	0	0	0	0	
3.50121593475342	0.016926409676671	6090	0	0	0	0	0	
3.50121593475342	0.0219997204840183	6100	0	0	0	0	0	
3.50090909004211	0.0161577295511961	6110	0	0	0	0	0	
3.50090909004211	0.0182331707328558	6120	0	0	0	0	0	
3.50090909004211	0.0177719593048096	6130	0	0	0	0	0	
3.50090909004211	0.0153890503570437	6140	0	0	0	0	0	
3.50090909004211	0.0149278398603201	6150	0	0	0	0	0	
3.50090909004211	0.014236019924283	6160	0	0	0	0	0	
3.50090909004211	0.0146203599870205	6170	0	0	0	0	0	
3.50090909004211	0.0128523902967572	6180	0	0	0	0	0	
3.50060200691223	0.0138516798615456	6190	0	0	0	0	0	
3.50090909004211	0.0149278398603201	6200	0	0	0	0	0	
3.50152397155762	0.0163883306086063	6210	0	0	0	0	0	
3.50121593475342	0.014236019924283	6220	0	0	0	0	0	
3.50121593475342	0.0166189391165972	6230	0	0	0	0	0	
3.50060200691223	0.0155427800491452	6240	0	0	0	0	0	
3.50090909004211	0.0160039905458689	6250	0	0	0	0	0	
3.50090909004211	0.0114687597379088	6260	0	0	0	0	0	
3.50121593475342	0.0152353104203939	6270	0	0	0	0	0	
3.50121593475342	0.0123911798000336	6280	0	0	0	0	0	
3.50090909004211	0.0160039905458689	6290	0	0	0	0	0	
3.50121593475342	0.0145434997975826	6300	0	0	0	0	0	
3.50090909004211	0.0128523902967572	6310	0	0	0	0	0	
3.50090909004211	0.0145434997975826	6320	0	0	0	0	0	
3.50090909004211	0.0140822902321815	6330	0	0	0	0	0	
3.50090909004211	0.0107769500464201	6340	0	0	0	0	0	
3.50121593475342	0.0155427800491452	6350	0	0	0	0	0	
3.50090909004211	0.0146203599870205	6360	0	0	0	0	0	
3.50060200691223	0.0143897598609328	6370	0	0	0	0	0	
3.50060200691223	0.0139285502955318	6380	0	0	0	0	0	
3.50060200691223	0.0147740999236703	6390	0	0	0	0	0	
3.50060200691223	0.0163883306086063	6400	0	0	0	0	0	
3.50121593475342	0.0126986596733332	6410	0	0	0	0	0	
3.50090909004211	0.0113150300458074	6420	0	0	0	0	0	
3.50060200691223	0.0140822902321815	6430	0	0	0	0	0	
3.50121593475342	0.0134673397988081	6440	0	0	0	0	0	
3.50090909004211	0.0153890503570437	6450	0	0	0	0	0	
3.50090909004211	0.0129292597994208	6460	0	0	0	0	0	
3.50090909004211	0.0103926099836826	6470	0	0	0	0	0	
3.50152397155762	0.0102388700470328	6480	0	0	0	0	0	
3.50090909004211	0.0100082699209452	6490	0	0	0	0	0	
3.50060200691223	0.0147740999236703	6500	0	0	0	0	0	
3.50090909004211	0.00716414116322994	6510	0	0	0	0	0	
3.50090909004211	0.00916271563619375	6520	0	0	0	0	0	
3.50060200691223	0.00908584799617529	6530	0	0	0	0	0	
3.50121593475342	0.0116993701085448	6540	0	0	0	0	0	
3.50090909004211	0.0106232101097703	6550	0	0	0	0	0	
3.50121593475342	0.0120068397372961	6560	0	0	0	0	0	
3.50121593475342	0.0104694804176688	6570	0	0	0	0	0	
3.50060200691223	0.0107000796124339	6580	0	0	0	0	0	
3.50090909004211	0.00985452998429537	6590	0	0	0	0	0	
3.50121593475342	0.0110844196751714	6600	0	0	0	0	0	
3.50121593475342	0.0120068397372961	6610	0	0	0	0	0	
3.50090909004211	0.00908584799617529	6620	0	0	0	0	0	
3.50090909004211	0.00862463843077421	6630	0	0	0	0	0	
3.50121593475342	0.00885524321347475	6640	0	0	0	0	0	
3.50121593475342	0.0135442102327943	6650	0	0	0	0	0	
3.50121593475342	0.0110075501725078	6660	0	0	0	0	0	
3.50121593475342	0.0163114592432976	6670	0	0	0	0	0	
3.50090909004211	0.00701040402054787	6680	0	0	0	0	0	
3.50090909004211	0.00754848215728998	6690	0	0	0	0	0	
3.50090909004211	0.0065491939894855	6700	0	0	0	0	0	
3.50090909004211	0.0102388700470328	6710	0	0	0	0	0	
3.50121593475342	0.0080865602940321	6720	0	0	0	0	0	
3.50090909004211	0.0109306899830699	6730	0	0	0	0	0	
3.50152397155762	0.013006130233407	6740	0	0	0	0	0	
3.50060200691223	0.00970079377293587	6750	0	0	0	0	0	
3.50090909004211	0.00647232588380575	6760	0	0	0	0	0	
3.50121593475342	0.00854776985943317	6770	0	0	0	0	0	
3.50121593475342	0.0129292597994208	6780	0	0	0	0	0	
3.50152397155762	0.006395457778126	6790	0	0	0	0	0	
3.50121593475342	0.00754848215728998	6800	0	0	0	0	0	
3.50090909004211	0.00608798488974571	6810	0	0	0	0	0	
3.50090909004211	0.00908584799617529	6820	0	0	0	0	0	
3.50090909004211	0.00578051200136542	6830	0	0	0	0	0	
3.50090909004211	0.00800969172269106	6840	0	0	0	0	0	
3.50121593475342	0.0080865602940321	6850	0	0	0	0	0	
3.50090909004211	0.00593424821272492	6860	0	0	0	0	0	
3.50090909004211	0.0103157395496964	6870	0	0	0	0	0	
3.50121593475342	0.00831716507673264	6880	0	0	0	0	0	
3.50060200691223	0.00677979877218604	6890	0	0	0	0	0	
3.50090909004211	0.00424314616248012	6900	0	0	0	0	0	
3.50090909004211	0.00531930197030306	6910	0	0	0	0	0	
3.50090909004211	0.00524243386462331	6920	0	0	0	0	0	
3.50090909004211	0.00385880493558943	6930	0	0	0	0	0	
3.50090909004211	0.0121605796739459	6940	0	0	0	0	0	
3.50121593475342	0.00585738010704517	6950	0	0	0	0	0	
3.50152397155762	0.00716414116322994	6960	0	0	0	0	0	
3.50060200691223	0.00508869718760252	6970	0	0	0	0	0	
3.50060200691223	0.00593424821272492	6980	0	0	0	0	0	
3.50121593475342	0.00462748808786273	6990	0	0	0	0	0	
3.50121593475342	0.00916271563619375	7000	0	0	0	0	0	
3.50090909004211	0.00601111678406596	7010	0	0	0	0	0	
3.50121593475342	0.00493496097624302	7020	0	0	0	0	0	
3.50121593475342	0.010085130110383	7030	0	0	0	0	0	
3.50152397155762	0.00854776985943317	7040	0	0	0	0	0	
3.50090909004211	0.00385880493558943	7050	0	0	0	0	0	
3.50121593475342	0.00677979877218604	7060	0	0	0	0	0	
3.50060200691223	0.00608798488974571	7070	0	0	0	0	0	
3.50090909004211	0.00578051200136542	7080	0	0	0	0	0	
3.50060200691223	0.00724100880324841	7090	0	0	0	0	0	
3.50121593475342	0.00539617100730538	7100	0	0	0	0	0	
3.50121593475342	0.00800969172269106	7110	0	0	0	0	0	
3.50060200691223	0.00962392520159483	7120	0	0	0	0	0	
3.50121593475342	0.00339759490452707	7130	0	0	0	0	0	
3.50121593475342	0.00339759490452707	7140	0	0	0	0	0	
3.50121593475342	0.00401254091411829	7150	0	0	0	0	0	
3.50090909004211	0.00385880493558943	7160	0	0	0	0	0	
3.50090909004211	0.00701040402054787	7170	0	0	0	0	0	
3.50121593475342	0.00416627805680037	7180	0	0	0	0	0	
3.50121593475342	0.00747161405161023	7190	0	0	0	0	0	
3.50090909004211	0.0043968828395009	7200	0	0	0	0	0	
3.50090909004211	0.00739474501460791	7210	0	0	0	0	0	
3.50090909004211	0.00547303911298513	7220	0	0	0	0	0	
3.50090909004211	0.00531930197030306	7230	0	0	0	0	0	
3.50090909004211	0.00485809193924069	7240	0	0	0	0	0	
3.50090909004211	0.00424314616248012	7250	0	0	0	0	0	
3.50090909004211	0.00193709798622876	7260	0	0	0	0	0	
3.50090909004211	0.00162962498143315	7270	0	0	0	0	0	
3.50121593475342	0.00662606302648783	7280	0	0	0	0	0	
3.50121593475342	0.00731787690892816	7290	0	0	0	0	0	
3.50121593475342	0.00554990721866488	7300	0	0	0	0	0	
3.50121593475342	0.00362819992005825	7310	0	0	0	0	0	
3.50060200691223	0.00501182908192277	7320	0	0	0	0	0	
3.50121593475342	0.00624172203242779	7330	0	0	0	0	0	
3.50090909004211	0.00685666780918837	7340	0	0	0	0	0	
3.50121593475342	0.00947018899023533	7350	0	0	0	0	0	
3.5018310546875	0.0106232101097703	7360	0	0	0	0	0	
3.50121593475342	0.00355133204720914	7370	0	0	0	0	0	
3.50121593475342	0.00239830790087581	7380	0	0	0	0	0	
3.50090909004211	0.00209083501249552	7390	0	0	0	0	0	
3.50090909004211	0.00139901996590197	7400	0	0	0	0	0	
3.50121593475342	0.00923958420753479	7410	0	0	0	0	0	
3.50121593475342	0.00485809193924069	7420	0	0	0	0	0	
3.50121593475342	0.00485809193924069	7430	0	0	0	0	0	
3.50121593475342	0.00624172203242779	7440	0	0	0	0	0	
3.50090909004211	0.00493496097624302	7450	0	0	0	0	0	
3.50090909004211	0.00447375094518065	7460	0	0	0	0	0	
3.50121593475342	0.00531930197030306	7470	0	0	0	0	0	
3.50090909004211	0.00201396597549319	7480	0	0	0	0	0	
3.50152397155762	0.0028595170006156	7490	0	0	0	0	0	
3.50090909004211	0.00754848215728998	7500	0	0	0	0	0	
3.50121593475342	0.00562677485868335	7510	0	0	0	0	0	
3.50121593475342	0.00362819992005825	7520	0	0	0	0	0	
3.50090909004211	0.00501182908192277	7530	0	0	0	0	0	
3.50090909004211	0.00670293113216758	7540	0	0	0	0	0	
3.50090909004211	0.00800969172269106	7550	0	0	0	0	0	
3.50152397155762	0.00193709798622876	7560	0	0	0	0	0	
3.50121593475342	0.00485809193924069	7570	0	0	0	0	0	
3.50090909004211	0.00209083501249552	7580	0	0	0	0	0	
3.50121593475342	0.00593424821272492	7590	0	0	0	0	0	
3.50121593475342	0.00339759490452707	7600	0	0	0	0	0	
3.50121593475342	0.000553468882571906	7610	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7611	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7612	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7613	0	0	0	0	0	
3.50090909004211	7.07159983903694E-07	7614	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7615	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7616	0	0	0	0	0	
3.50060200691223	7.84028316047625E-07	7617	0	0	0	0	0	
3.50060200691223	7.84028316047625E-07	7618	0	0	0	0	0	
3.50060200691223	7.84028316047625E-07	7619	0	0	0	0	0	
3.50090909004211	7.84028316047625E-07	7620	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7621	0	0	0	0	0	
3.49968004226685	8.60896591348137E-07	7622	0	0	0	0	0	
3.49968004226685	8.60896591348137E-07	7623	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7624	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7625	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7626	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7627	0	0	0	0	0	
3.49968004226685	8.60896591348137E-07	7628	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7629	0	0	0	0	0	
3.49968004226685	7.84028316047625E-07	7630	0	0	0	0	0	
3.50029397010803	0.0245747901499271	7639.602	10000	-0.00049816280376104	0.0175143479976367	0.000209347587431495	0.0091148989236523	
3.50029397010803	0.0245747901499271	7649.235	7943.2822265625	0.0311342528064856	0.0114148267514142	0.000839453637920993	0.0216798951991008	
3.50029397010803	0.0245747901499271	7658.886	6309.5732421875	0.0308565470199219	0.0130274915805516	0.00138146079923408	0.0398927309458661	
3.50029397010803	0.0245747901499271	7668.542	5011.873046875	0.0275034368640163	0.00978105741247819	0.00185230241389291	0.0665123926507363	
3.50029397010803	0.0245747901499271	7678.55	3981.07202148438	0.0258759773172499	0.0090167021290916	0.00290581016903322	0.103791994225445	
3.50029397010803	0.0245747901499271	7689.659	3162.27807617188	0.0226297758151272	0.00571952549626609	0.0192463991369064	1.11249657486258	
3.50029397010803	0.0245747901499271	7699.336	2511.88598632813	0.016376698437982	0.00352889602908573	0.0199626125658362	1.20276962061543	
3.50029397010803	0.0245747901499271	7709.679	1995.26196289063	0.0164200662764439	0.00253371176522452	0.020558656145178	1.23795531747509	
3.50029397010803	0.0245747901499271	7719.703	1584.89294433594	0.016418884554699	0.00165629637796542	0.0204218304482896	1.237971195214	
3.50029397010803	0.0245747901499271	7729.402	1258.92504882813	0.016487671930962	0.000817670784126078	0.0183412873370362	1.11342802594311	
3.50029397010803	0.0245747901499271	7730.24	1000	0.0166430686698077	-5.96813004494963E-06	0.00149504665031024	0.089333973112446	
3.50029397010803	0.0245747901499271	7730.983	794.328186035156	0.0167591289567628	-0.000622442739506556	0.0018327316019333	0.109045319658436	
3.50029397010803	0.0245747901499271	7731.745	630.957275390625	0.0170848586821169	-0.00119255408441129	0.00228362747005615	0.133055962058535	
3.50029397010803	0.0245747901499271	7732.562	501.187194824219	0.0174351189221407	-0.00168640339274783	0.00273764967721514	0.156524293207453	
3.50029397010803	0.0245747901499271	7733.336	398.107208251953	0.0178490275985934	-0.0020873773839956	0.00329502814798909	0.182053359997433	
3.50029397010803	0.0245747901499271	7734.148	316.227813720703	0.0184010875811982	-0.00244086429205415	0.00379325096559557	0.204886623376844	
3.50029397010803	0.0245747901499271	7734.975	251.188598632813	0.0188671827751228	-0.00270580579004344	0.00418532884618273	0.219630883101302	
3.50029397010803	0.0245747901499271	7735.83	199.52619934082	0.0194223168749012	-0.00290602727923388	0.00450140224478896	0.229033411045094	
3.50029397010803	0.0245747901499271	7736.67	158.489303588867	0.0199329092288874	-0.00310230666605375	0.00471403380699988	0.234007881830245	
3.50029397010803	0.0245747901499271	7737.549	125.892501831055	0.020469215355852	-0.00323357189680565	0.00483421070842461	0.233313298069568	
3.50029397010803	0.0245747901499271	7738.457	100	0.0210385601921103	-0.00331775800477785	0.004899358324397	0.230584126192094	
3.50029397010803	0.0245747901499271	7739.299	79.4328231811523	0.0215535201082994	-0.0034594780606988	0.00493998598101706	0.225989943496289	
3.50029397010803	0.0245747901499271	7740.156	63.0957298278809	0.022095210845174	-0.00355014394395661	0.00494899616652705	0.221186839048839	
3.50029397010803	0.0245747901499271	7741.073	50.1187210083008	0.0225416403211551	-0.00364250599846593	0.00493477875179574	0.21623505805223	
3.50029397010803	0.0245747901499271	7742.042	39.810718536377	0.0231642294621613	-0.00373602405713536	0.0049216232497338	0.210319105211622	
3.50029397010803	0.0245747901499271	7743.080999	31.6227798461914	0.0236980896387517	-0.00385300213166189	0.0049280733587773	0.205308632763956	
3.50029397010803	0.0245747901499271	7744.210999	25.118860244751	0.0243228692504266	-0.00395614284808692	0.00491521299723253	0.199906041865661	
3.50029397010803	0.0245747901499271	7745.453999	19.9526195526123	0.0249361190886312	-0.00405710706363579	0.00490922422204584	0.194363535068174	
3.50029397010803	0.0245747901499271	7746.831999	15.8489303588867	0.025675209233424	-0.00405976692094978	0.00493401610390266	0.189851548048946	
3.50029397010803	0.0245747901499271	7748.385999	12.5892496109009	0.0263695400152316	-0.00407387412978746	0.00492764900079356	0.18455017297942	
3.50029397010803	0.0245747901499271	7750.166999	10	0.0270946491457229	-0.00399791080333837	0.00492633426809519	0.180029697072623	
